added_route_id,trip_id
743,75629627
741,75629636
742,75629636
743,75629636
741,75629637
742,75629637
743,75629637
741,75629640
742,75629640
743,75629640
741,75629649
742,75629649
743,75629649
741,75629652
742,75629652
743,75629652
741,75629657
742,75629657
743,75629657
741,75629662
742,75629662
743,75629662
741,75629668
742,75629668
743,75629668
741,75629673
742,75629673
743,75629673
741,75629675
742,75629675
743,75629675
741,75629676
742,75629676
743,75629676
741,75629680
742,75629680
743,75629680
741,75629686
742,75629686
743,75629686
741,75629713
742,75629713
743,75629713
741,75629728
742,75629728
743,75629728
741,75629762
742,75629762
743,75629762
741,75629989
742,75629989
743,75629989
741,75630070
742,75630070
743,75630070
741,75630396
742,75630396
743,75630396
741,75630397
742,75630397
743,75630397
741,75630398
742,75630398
743,75630398
741,75630399
742,75630399
743,75630399
741,75630400
742,75630400
743,75630400
741,75630401
742,75630401
743,75630401
741,75630402
742,75630402
743,75630402
741,75630403
742,75630403
743,75630403
741,75630404
742,75630404
743,75630404
741,75630405
742,75630405
743,75630405
741,75630406
742,75630406
743,75630406
741,75630407
742,75630407
743,75630407
741,75630408
742,75630408
743,75630408
741,75630409
742,75630409
743,75630409
741,75630410
742,75630410
743,75630410
741,75649528
742,75649528
743,75649528
741,75649529
742,75649529
743,75649529
741,75649553
742,75649553
743,75649553
741,75649630
742,75649630
743,75649630
741,75650263
742,75650263
743,75650263
741,75650324
742,75650324
743,75650324
741,75650430
742,75650430
743,75650430
741,75650584
742,75650584
743,75650584
741,75650596
742,75650596
743,75650596
741,75650597
742,75650597
743,75650597
741,75650610
742,75650610
743,75650610
741,75650616
742,75650616
743,75650616
741,75650620
742,75650620
743,75650620
741,75650632
742,75650632
743,75650632
741,75650633
742,75650633
743,75650633
741,75650634
742,75650634
743,75650634
741,75650637
742,75650637
743,75650637
741,75650645
742,75650645
743,75650645
741,75650647
742,75650647
743,75650647
741,75650648
742,75650648
743,75650648
741,75650650
742,75650650
743,75650650
741,75650652
742,75650652
743,75650652
741,75650656
742,75650656
743,75650656
741,75650657
742,75650657
743,75650657
741,75650659
742,75650659
743,75650659
741,75650661
742,75650661
743,75650661
741,75650663
742,75650663
743,75650663
741,75650664
742,75650664
743,75650664
